"Lot.Frontage","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","Bsmt.Unf.SF","Total.Bsmt.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","Fireplaces","Garage.Yr.Blt","Garage.Cars","Garage.Area","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","SalePrice"
71,9187,6,5,1983,1983,0,748,1084,1080,0,0,0,0,1,1,3,1,5,0,1983,2,484,120,0,158,0,0,0,0,6,2007,134
80,10000,5,5,2002,2002,166,856,1441,1392,0,0,0,0,2,0,3,1,6,1,2002,3,650,168,49,0,0,0,0,0,12,2007,215
44,12864,7,5,2002,2002,0,17,1409,1409,0,0,1,0,1,1,1,1,4,1,2002,2,576,0,144,0,0,145,0,0,7,2007,245
82,8410,6,6,1974,1974,0,46,970,1026,0,0,1,0,1,0,2,1,5,1,1974,2,528,193,0,0,0,0,0,0,4,2007,143
46,4054,7,6,1987,1987,352,552,1501,1501,0,0,1,0,2,0,2,1,5,2,1987,2,512,240,0,0,0,0,0,0,10,2007,244
115,16905,5,6,1959,1959,0,383,1350,1328,0,0,0,1,1,1,2,1,5,2,1959,1,308,0,104,0,0,0,0,0,7,2007,170
149,19958,6,8,1958,1995,1224,585,585,2279,0,0,0,0,2,1,4,1,7,1,1958,2,461,274,0,0,0,138,0,0,7,2007,257
67,8368,7,5,2006,2007,0,1689,1689,1689,0,0,0,0,2,0,3,1,7,0,2007,2,433,100,39,0,0,0,0,0,4,2007,231.713
64,9037,8,5,2006,2006,32,1048,1476,1484,0,0,0,0,2,0,2,1,6,1,2006,2,472,120,33,0,0,0,0,0,12,2007,265.9
89,10991,8,5,2007,2007,80,1571,1571,1571,0,0,0,0,2,0,3,1,7,1,2007,3,722,100,36,0,0,0,0,0,12,2007,239
67,10656,8,5,2006,2007,274,1638,1638,1646,0,0,0,0,2,0,3,1,6,1,2007,3,870,192,80,0,0,0,0,0,11,2007,248.9
42,10331,7,7,1985,1985,0,970,1265,1240,0,0,0,1,2,0,3,1,6,0,1985,2,528,232,0,0,0,0,0,0,7,2007,174
44,13758,7,5,1990,1991,117,254,1156,1187,530,0,0,0,2,1,3,1,7,1,1990,2,400,168,36,0,0,0,0,0,4,2007,187.5
73,9590,7,5,2003,2003,442,82,868,1146,0,0,1,0,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,0,0,5,2007,187.5
80,11305,8,5,2002,2002,886,593,1922,1922,0,0,1,0,2,0,2,1,6,1,2002,3,692,201,64,0,0,0,0,0,4,2007,282
85,14536,8,5,2002,2003,236,316,1616,1629,0,0,1,0,2,0,3,1,9,1,2002,3,808,0,252,0,0,0,0,0,11,2007,270
50,35133,5,4,1963,1963,226,413,1572,1572,0,0,1,0,1,1,3,1,5,2,1963,3,995,0,263,0,0,263,0,0,5,2007,186.7
93,15306,8,5,2006,2007,100,1652,1732,1776,0,0,1,0,2,0,3,1,7,1,2006,3,712,0,0,0,0,0,0,0,5,2007,283.463
85,12633,10,5,2006,2007,242,1824,1824,1824,0,0,0,0,2,0,3,1,8,1,2006,3,932,160,36,0,0,108,0,0,9,2007,392
88,12665,8,5,2005,2006,245,1094,1094,1133,1349,0,0,0,2,1,4,1,9,1,2005,3,642,144,39,0,0,0,0,0,2,2007,281.213
200,43500,3,5,1953,1953,0,0,0,2034,0,0,0,0,1,0,2,1,9,0,1953,4,1041,483,266,0,0,0,561,0,6,2007,130
62,6710,6,5,1996,1997,134,0,920,936,0,0,2,0,0,1,0,1,3,0,1996,2,460,0,40,0,0,0,0,0,6,2007,140
94,25286,4,5,1963,1963,0,431,1064,1040,0,0,1,0,1,0,3,1,5,0,1963,2,648,0,0,0,0,0,0,0,1,2007,132.25
100,25000,5,4,1967,1967,0,1632,1632,1632,0,0,0,0,2,0,4,2,8,0,1967,2,576,0,0,0,0,0,0,0,6,2007,143
44,4224,5,7,1976,1976,0,200,1040,1060,0,0,1,0,1,0,3,1,6,1,1976,2,572,100,110,0,0,0,0,0,6,2007,129.9
44,4224,5,5,1976,1976,0,268,1142,1142,0,0,1,0,1,1,3,1,6,1,1976,2,528,536,90,0,0,0,0,0,8,2007,134
21,1504,4,4,1972,1972,0,294,546,546,546,0,0,0,1,1,3,1,5,0,1972,1,253,0,0,0,0,0,0,0,5,2007,85.5
21,2001,4,5,1970,1970,80,546,546,546,546,0,0,0,1,1,3,1,6,0,1970,1,286,0,0,0,0,0,0,0,1,2007,75
21,1890,4,3,1976,1976,0,546,546,546,546,0,0,0,1,1,3,1,6,0,1976,1,286,0,0,0,0,0,0,0,4,2007,75.19
72,9129,5,5,1977,1977,144,0,923,1008,0,0,1,0,1,0,1,1,4,1,1977,2,678,201,66,0,0,0,0,0,7,2007,153.5
61,33983,5,6,1977,1994,0,48,1160,1676,0,0,1,0,1,1,3,1,6,2,1977,2,672,690,90,0,0,0,0,0,5,2007,196
68,8286,5,7,1977,1977,0,185,716,716,716,0,1,0,1,1,3,1,6,1,1977,2,531,0,136,0,0,240,0,0,6,2007,157
54,7244,5,7,1970,1970,0,149,768,768,0,0,1,0,1,0,2,1,5,0,1987,2,624,104,0,0,0,0,0,0,4,2007,129.5
124,27697,4,3,1961,1961,198,585,1396,1608,0,0,0,0,1,0,3,1,6,0,1961,1,444,152,38,0,0,0,0,0,11,2007,80
69,7599,4,6,1982,2006,0,280,845,845,0,0,1,0,1,0,2,1,4,0,1987,2,360,0,0,0,0,0,0,0,6,2007,129.5
76,8314,5,7,1982,1982,0,270,816,816,0,0,0,0,1,0,2,1,5,0,1982,1,264,168,0,0,0,0,0,0,6,2007,124.5
65,11625,5,7,1983,1983,0,220,816,816,0,0,1,0,1,0,2,1,4,0,1983,1,264,330,0,0,0,0,0,0,5,2007,139
62,10447,5,6,1984,1984,0,348,864,887,0,0,0,1,1,0,3,1,5,0,1984,1,288,140,0,0,0,0,0,0,12,2007,124.5
85,10533,6,6,1956,1956,244,235,1008,1024,0,0,1,0,1,0,2,1,5,2,1956,1,313,0,0,0,0,280,0,0,8,2006,157.5
90,11727,7,6,1969,1969,434,1851,1851,1851,0,0,0,0,2,0,3,1,8,1,1969,2,506,0,146,0,0,0,0,0,3,2006,192.1
60,8238,6,5,1997,1998,0,113,813,813,712,0,1,0,2,1,3,1,6,1,1997,2,400,421,72,0,0,0,0,0,5,2006,183.5
54,9783,6,5,1996,1996,0,821,821,821,955,0,0,0,2,1,3,1,7,1,1996,2,443,286,116,0,0,0,0,0,5,2006,202
70,11207,6,5,1997,1997,0,88,802,802,709,0,1,0,2,1,3,1,8,1,1997,2,413,95,75,0,0,0,0,0,6,2006,185
134,19378,7,5,2005,2006,456,1335,1392,1392,1070,0,1,0,2,1,4,1,9,1,2006,2,576,239,132,0,168,0,0,0,3,2006,320
50,14859,7,5,2006,2006,27,1670,1670,1670,0,0,0,0,2,0,3,1,7,1,2006,3,690,144,60,0,0,0,0,0,8,2006,240
50,13128,8,5,2005,2005,216,1074,1074,1074,990,0,0,0,2,1,4,1,7,1,2005,2,527,0,119,0,0,0,0,0,1,2006,250
72,10463,8,5,2005,2005,0,893,893,901,900,0,0,0,2,1,3,1,8,1,2005,3,800,0,116,0,0,0,0,0,6,2006,239.9
42,13751,7,5,2005,2006,248,1640,1700,1700,512,0,1,0,2,1,3,1,9,1,2006,3,773,237,38,0,0,115,0,0,5,2006,309
168,23257,7,5,2006,2006,0,868,868,887,1134,0,0,0,2,1,3,1,9,1,2006,2,422,0,100,0,0,0,0,0,9,2006,274.725
68,13108,8,5,1994,1994,0,2062,2062,2079,608,0,0,0,2,1,4,1,9,0,1994,2,618,168,12,0,0,0,0,0,12,2006,270
63,9084,7,5,1998,1998,0,935,935,955,677,0,0,0,2,1,3,1,8,1,1998,2,462,0,28,0,0,0,0,0,6,2006,176.5
30,3701,8,5,1987,1987,0,1191,1191,1204,0,0,0,0,2,0,2,1,5,0,1987,2,461,120,70,0,0,0,0,0,8,2006,130
44,5306,7,7,1987,1987,0,354,1064,1064,703,0,1,0,2,0,2,1,5,1,1987,2,504,441,35,0,0,0,0,0,6,2006,239
59,16023,9,5,2005,2006,600,180,1398,1414,1384,0,1,0,3,1,3,1,11,1,2005,3,670,182,37,0,0,0,0,0,3,2006,457.347
63,12292,9,5,2006,2006,184,889,1094,1102,1371,0,0,0,2,1,4,1,11,1,2006,3,675,246,39,0,0,0,0,0,7,2006,356.383
82,12438,8,5,2006,2006,466,1234,1234,1264,1312,0,0,0,2,1,4,1,10,1,2006,3,666,324,100,0,0,0,0,0,7,2006,361.919
92,15922,9,5,2005,2006,550,1390,1390,1390,1405,0,0,0,3,1,4,1,10,1,2005,3,660,272,102,0,0,0,0,0,1,2006,401.179
66,13682,10,5,2006,2006,1031,1410,1410,1426,1519,0,0,0,3,1,3,1,10,1,2006,3,641,192,0,37,0,0,0,0,10,2006,438.78
100,34650,5,5,1955,1955,0,0,1056,1056,0,0,1,0,1,0,3,1,5,0,1955,2,572,264,0,0,0,0,0,0,1,2006,145
60,8147,9,5,2005,2005,230,523,1714,1714,0,0,1,0,2,0,2,1,7,1,2005,2,517,156,55,0,0,0,0,0,8,2006,318
69,11302,8,5,2005,2006,238,392,1814,1826,0,0,1,0,2,0,3,1,7,1,2005,3,758,180,75,0,0,120,0,0,8,2006,319
90,18261,9,5,2005,2005,420,494,1910,2000,0,0,1,0,2,1,3,1,8,2,2005,3,722,351,102,0,0,123,0,0,9,2006,470
91,14145,7,7,1984,1998,0,995,1208,1621,0,0,1,0,2,0,3,1,8,0,1984,2,440,108,45,0,0,0,0,400,5,2006,202.5
80,10400,7,5,1988,1988,102,916,1845,1872,0,0,0,1,2,0,3,1,6,1,1988,2,604,197,39,0,0,0,0,0,6,2006,241.5
81,10530,7,5,1978,1978,68,945,945,945,912,0,0,0,2,1,4,1,8,1,1978,2,482,400,105,0,0,0,0,0,7,2006,188.9
79,10240,6,6,1980,1980,157,0,1686,1686,0,0,1,0,2,0,3,1,7,1,1980,2,612,384,131,0,0,0,0,0,5,2006,207.5
80,16692,7,5,1978,1978,184,133,1392,1392,1392,0,1,0,3,1,5,1,12,2,1978,2,564,0,112,0,0,440,519,2000,7,2006,250
85,11475,6,6,1975,1975,0,163,713,811,741,0,1,0,2,1,3,1,6,1,1975,2,434,209,208,0,0,0,0,0,2,2006,179.9
75,9512,7,5,2005,2006,0,172,960,960,1358,0,1,0,2,1,3,1,8,1,2005,2,541,0,246,0,0,0,0,0,6,2006,294.323
81,10530,6,6,1975,2000,248,127,675,1109,766,0,0,0,3,0,3,1,8,1,1975,2,485,48,28,0,0,0,0,0,6,2006,184.5
78,10140,5,6,1975,1975,0,268,1056,1074,0,0,1,0,1,1,3,1,6,0,1975,2,495,0,88,0,0,0,0,0,7,2006,153.5
78,10140,7,5,1976,1976,0,638,832,832,832,0,0,0,2,1,4,1,8,1,1976,2,528,0,28,0,0,259,0,0,3,2006,162.9
78,10140,6,6,1974,1999,99,0,1040,1309,0,0,1,0,1,1,3,1,5,1,1974,2,484,265,0,0,0,0,648,0,1,2006,181
80,10000,6,6,1974,1974,176,348,1103,1103,0,0,0,0,2,0,3,1,6,0,1974,2,462,295,84,0,0,0,0,0,6,2006,155
71,9353,4,5,1970,1970,0,864,864,864,0,0,0,0,1,0,3,1,5,0,1972,1,280,0,0,0,0,0,0,0,7,2006,116.05
60,7200,4,4,1971,1971,0,224,864,874,0,0,0,1,1,0,3,1,5,0,1995,2,576,63,0,0,0,0,0,0,3,2006,97.5
26,8773,6,5,2002,2002,0,536,1487,1419,0,0,1,0,2,0,2,1,4,0,2002,2,543,196,68,0,0,0,0,0,9,2006,190
24,2760,6,5,1973,1973,514,525,525,525,567,0,0,0,1,1,3,1,6,0,1973,2,440,0,0,0,0,0,0,0,12,2006,105.5
24,2160,5,6,1973,1973,200,363,765,765,600,0,0,0,1,1,3,1,7,1,1973,2,440,0,36,0,0,0,0,0,6,2006,125.5
21,1953,6,5,1973,1973,408,174,483,483,504,0,0,0,1,1,2,1,5,0,1973,1,264,72,0,0,0,0,0,0,6,2006,83
21,1890,6,7,1972,1972,380,212,494,494,536,0,0,0,1,1,3,1,6,0,1973,1,264,0,0,0,0,0,0,0,7,2006,116
21,1680,6,7,1972,1972,281,355,672,672,546,0,0,1,1,1,3,1,7,0,1972,1,264,0,28,0,0,0,0,0,5,2006,118
21,1680,6,5,1972,1972,504,207,483,483,465,0,0,0,1,1,2,1,5,0,1972,1,264,0,0,0,0,0,0,0,7,2006,89
21,1680,6,5,1972,1972,504,143,525,525,567,0,0,0,1,1,3,1,6,0,1972,1,264,352,0,0,0,0,0,0,10,2006,108
21,1680,6,5,1972,1972,297,483,483,483,504,0,0,0,1,1,2,1,5,1,1972,1,288,0,0,0,0,0,0,0,6,2006,94.5
53,4043,6,5,1975,1975,0,186,1069,1069,0,0,0,1,2,0,2,1,4,1,1975,2,440,0,55,0,0,225,0,0,7,2006,146.3
65,7514,5,7,1967,1975,0,462,943,1387,0,0,1,0,1,0,3,1,6,1,1974,1,300,0,0,240,0,0,0,0,9,2006,145
68,7838,5,5,1967,1967,0,95,864,900,0,0,1,0,1,0,3,1,6,1,1967,1,288,175,144,0,0,0,0,0,12,2006,123
24,2280,7,7,1976,1976,0,443,1055,1055,0,0,1,0,2,0,2,1,4,0,1976,1,319,0,29,0,0,0,0,0,4,2006,137.5
24,2179,6,5,1976,1976,0,785,855,855,601,0,0,0,2,1,3,1,6,1,1976,2,460,0,28,0,0,0,0,0,7,2006,144
129,16737,9,5,2004,2005,66,533,1980,1980,0,0,1,0,2,0,3,1,8,1,2004,3,770,194,45,0,0,0,0,0,9,2006,315
72,16387,9,5,2006,2006,215,369,1738,1738,851,0,1,0,2,1,4,1,11,1,2006,3,831,0,0,0,0,0,0,0,8,2006,412.083
111,16259,9,5,2006,2006,370,1249,1249,1249,1347,0,0,0,3,1,4,1,9,0,2006,3,840,240,154,0,0,0,0,0,9,2006,342.643
110,16163,8,5,2004,2004,232,1618,1618,1618,0,0,0,0,2,0,2,1,6,1,2004,3,880,0,0,0,0,0,0,0,7,2006,252
108,12228,7,5,2006,2006,206,1721,1721,1740,0,0,0,0,2,0,4,1,8,0,2006,3,874,0,43,0,0,0,0,0,9,2006,293
120,14780,9,5,2005,2005,568,363,1868,1868,0,0,1,0,2,0,2,1,7,1,2005,3,1085,354,56,0,0,156,0,0,6,2006,415
98,16033,9,5,2004,2005,378,572,1833,1850,0,0,1,0,2,0,3,1,8,1,2004,3,772,519,112,0,0,0,0,0,3,2006,326
101,14215,8,5,2005,2006,380,1158,1158,1158,1218,0,0,0,3,1,4,1,9,1,2005,3,853,240,154,0,0,0,0,0,11,2006,325.3
108,13418,8,5,2004,2005,132,1117,1117,1132,1320,0,0,0,3,1,4,1,9,1,2004,3,691,113,32,0,0,0,0,0,9,2006,309
120,13975,9,5,2005,2006,525,1090,1090,1117,1089,0,0,0,2,1,4,1,10,1,2005,3,670,148,95,0,0,0,0,0,8,2006,300
80,10240,8,5,2005,2005,178,1030,1030,1038,1060,0,0,0,2,1,3,1,8,1,2005,3,878,192,52,0,0,0,0,0,3,2006,275.5
82,9942,9,5,2005,2006,385,316,1606,1625,466,0,1,0,2,1,3,1,8,1,2005,2,521,194,84,0,0,0,0,0,5,2006,338.5
85,11924,9,5,2005,2006,286,177,1175,1182,1142,0,1,0,3,0,4,1,11,2,2005,3,736,147,21,0,0,0,0,0,7,2006,345
82,10672,8,5,2006,2006,0,1054,1054,1054,1335,0,0,0,2,1,4,1,10,1,2006,3,672,176,64,0,0,0,0,0,11,2006,298.236
82,11643,8,5,2005,2006,142,644,1524,1544,814,0,1,0,2,1,4,1,10,1,2005,3,784,120,34,0,0,0,0,0,8,2006,329.9
90,12378,9,5,2003,2004,0,622,1896,1944,0,0,1,0,2,0,3,1,8,3,2003,3,708,208,175,0,0,0,0,0,11,2006,360
86,11065,8,5,2006,2006,788,1085,1085,1120,850,0,0,0,2,1,3,1,8,1,2006,3,753,177,74,0,0,0,0,0,10,2006,281
121,13758,9,5,2005,2006,430,560,1792,1792,0,0,1,0,2,0,2,1,6,1,2005,3,925,204,49,0,0,0,0,0,3,2006,372.397
131,14828,9,5,2004,2005,674,397,1780,1780,0,0,1,0,2,0,2,1,7,1,2004,3,816,144,68,0,0,0,0,0,8,2006,378
72,11846,9,5,2003,2004,562,225,1792,1792,0,0,1,0,2,0,2,1,6,1,2003,3,874,206,49,0,0,0,0,0,8,2006,374
56,20431,9,5,2005,2006,870,438,1848,1848,880,0,1,0,2,1,4,1,10,2,2006,3,706,0,0,0,0,0,0,0,4,2006,437.154
74,10927,8,5,2005,2005,280,512,1058,1058,846,0,1,0,2,1,3,1,8,1,2003,2,736,179,60,0,0,0,0,0,6,2006,275
43,7052,7,5,2005,2005,240,705,1364,1364,0,0,1,0,2,0,2,1,6,1,2005,2,484,192,36,0,0,0,0,0,6,2006,185.85
48,5911,9,5,2005,2005,278,1088,1560,1565,0,0,1,0,2,0,2,1,6,1,2005,2,556,196,56,0,0,0,0,0,3,2006,282.5
48,6955,7,5,2005,2006,94,1368,1368,1368,0,0,0,0,2,0,2,1,6,1,2005,2,474,132,35,0,0,0,0,0,9,2006,202.5
40,6792,7,5,2005,2006,94,1368,1368,1368,0,0,0,0,2,0,2,1,6,1,2005,2,474,132,35,0,0,0,0,0,3,2006,202.665
61,7740,9,5,2006,2006,518,663,1686,1686,0,0,1,0,2,0,1,1,6,1,2006,3,899,266,100,0,0,0,0,0,6,2006,332.2
48,6373,9,5,2006,2006,572,1251,1666,1666,0,0,1,0,2,0,2,1,6,1,2006,2,575,228,75,0,0,0,0,0,6,2006,310.09
65,10237,6,5,2005,2006,0,1288,1316,1316,0,0,0,0,2,0,3,1,6,1,2005,2,397,100,0,0,23,0,0,0,10,2006,169.99
65,10237,6,5,2005,2006,0,728,728,728,728,0,0,0,2,1,3,1,8,1,2005,2,390,0,24,0,0,0,0,0,2,2006,170.44
65,10237,7,5,2006,2006,0,738,738,738,754,0,0,0,2,1,3,1,8,0,2006,2,440,0,32,0,0,0,0,0,9,2006,169.985
58,17104,7,5,2006,2006,0,100,654,664,832,0,1,0,2,1,3,1,7,1,2006,2,426,100,24,0,0,0,0,0,9,2006,179.665
58,14054,7,5,2006,2006,0,879,879,879,984,0,0,0,2,1,4,1,9,1,2006,3,660,100,17,0,0,0,0,0,11,2006,219.21
102,11660,6,5,2006,2006,0,1326,1326,1326,0,0,0,0,2,0,3,1,6,0,2006,2,427,100,0,0,0,0,0,0,7,2006,174.19
105,15578,6,5,2006,2006,0,728,728,728,728,0,0,0,2,1,3,1,8,0,2006,2,429,0,0,0,0,0,0,0,5,2006,172.785
96,11631,8,5,2004,2005,236,1052,1052,1052,1321,0,0,0,2,1,4,1,9,1,2004,3,632,120,46,0,0,0,0,0,6,2006,258
75,9073,7,5,2006,2006,0,738,738,738,754,0,0,0,2,1,3,1,8,0,2006,2,440,100,32,0,0,0,0,0,10,2006,185.101
43,3087,7,5,2006,2006,14,767,1220,1364,0,0,1,0,2,0,2,1,6,1,2006,2,437,100,16,0,0,0,0,0,11,2006,210.25
43,3010,7,5,2005,2006,16,1232,1248,1248,0,0,0,0,2,0,2,1,5,0,2005,2,438,108,0,0,0,0,0,0,3,2006,167.24
43,3010,7,5,2005,2006,14,1126,1142,1142,0,0,0,0,2,0,2,1,6,0,2005,2,440,90,0,0,0,0,0,0,6,2006,156.82
43,3013,7,5,2005,2005,145,1346,1362,1506,0,0,0,0,2,0,2,1,6,1,2005,2,440,142,20,0,0,0,0,0,4,2006,213.49
53,3982,8,5,2006,2006,0,366,1520,1567,0,0,1,0,2,0,1,1,7,1,2006,3,648,312,0,0,0,0,0,0,10,2006,264.561
53,4045,7,5,2006,2006,45,286,1356,1500,0,0,1,0,2,0,2,1,6,1,2006,3,648,161,20,0,0,0,0,0,10,2006,246.578
60,21930,5,5,2005,2005,0,732,732,734,1104,0,0,0,2,1,4,1,7,1,2005,2,372,100,40,0,0,0,0,0,7,2006,192.14
74,9056,8,5,2004,2004,0,707,707,707,707,0,0,0,2,1,3,1,6,1,2004,2,403,100,35,0,0,0,0,0,10,2006,178
59,9171,7,5,2004,2005,0,848,848,848,750,0,0,0,2,1,3,1,7,1,2004,2,433,100,48,0,0,0,0,0,7,2006,201.49
106,11194,8,5,2000,2000,40,1406,1406,1454,482,0,0,0,2,1,3,1,7,1,2000,2,504,188,124,0,0,0,0,0,11,2006,230.5
63,7875,7,5,2003,2003,0,783,783,807,702,0,0,0,2,1,3,1,8,1,2003,2,393,0,75,0,0,0,0,0,7,2006,180
58,10852,6,5,2000,2000,0,173,959,959,712,0,1,0,2,1,3,1,7,1,2000,2,472,0,38,0,0,0,0,0,2,2006,173
66,8738,7,5,1999,1999,302,975,975,1005,1286,0,0,0,2,1,4,1,8,1,1999,2,429,192,0,0,0,0,0,0,2,2006,230
82,9452,8,5,1997,1998,423,322,1396,1407,985,0,1,0,2,1,3,1,7,1,1997,3,870,0,70,0,0,0,0,0,6,2006,348
84,9660,8,5,1998,1998,242,253,1044,1079,897,0,1,0,2,1,3,1,7,1,1998,3,885,210,31,0,0,0,0,0,2,2006,286
83,9545,8,5,2000,2000,322,655,1160,1205,1029,0,1,0,2,1,3,1,7,1,2000,3,768,0,50,0,0,0,0,0,6,2006,300
78,12011,8,5,1998,1998,530,130,1086,1086,838,0,1,0,2,1,3,1,7,1,1998,2,592,208,75,0,0,374,0,0,6,2006,280
93,12090,8,5,1998,1998,650,1141,1141,1165,1098,0,0,0,2,1,4,1,10,1,1998,2,420,144,123,0,0,0,0,0,7,2006,258
83,10019,8,5,1995,1995,397,815,1342,1358,1368,0,0,0,2,1,4,1,9,1,1995,3,725,307,169,168,0,0,0,0,6,2006,350
92,10120,8,5,1994,1994,391,425,1165,1203,1323,0,1,0,2,1,4,1,8,1,1994,3,844,309,78,0,0,0,0,0,12,2006,290
75,12447,8,5,2005,2006,192,1100,1100,1116,848,0,0,0,2,1,3,1,8,1,2005,2,760,200,70,0,0,0,0,0,1,2006,252
49,20896,8,5,2005,2006,0,356,2077,2097,0,0,1,0,1,1,1,1,8,1,2005,3,1134,192,267,0,0,0,0,0,1,2006,423
85,10182,8,5,2006,2006,420,440,1660,1660,0,0,1,0,2,0,3,1,8,1,2006,2,500,322,50,0,0,0,0,0,5,2006,290
73,8688,7,5,2005,2005,228,1616,1616,1616,0,0,0,0,2,0,3,1,7,0,2005,3,834,208,59,0,0,0,0,0,4,2006,232
85,10936,8,5,2006,2006,60,1504,1504,1504,0,0,0,0,2,0,3,1,7,0,2006,2,510,144,0,0,0,0,0,0,9,2006,199
72,8640,8,5,2006,2006,0,1254,1278,1278,0,0,0,0,2,0,2,1,5,0,2006,2,584,0,60,0,0,0,0,0,10,2006,198.6
100,13162,9,5,2006,2006,0,200,2036,2036,604,0,1,0,3,1,3,1,11,1,2006,3,792,0,265,0,0,0,0,0,11,2006,405.749
81,11216,8,5,2006,2006,0,1489,1489,1489,0,0,0,0,2,0,3,1,7,1,2006,2,776,0,140,0,0,0,0,0,6,2006,232.6
84,10728,8,5,2006,2006,0,1095,1095,1095,844,0,0,0,2,1,3,1,8,1,2006,3,1053,192,51,0,0,0,0,0,8,2006,266
65,8125,7,5,2005,2006,0,756,756,756,797,0,0,0,2,1,3,1,6,0,2005,2,615,0,45,0,0,0,0,0,3,2006,186.5
65,8125,6,5,2005,2005,0,858,858,858,858,0,0,0,2,1,3,1,7,0,2005,2,615,0,53,0,0,0,0,0,2,2006,200.825
65,8125,7,5,2006,2006,0,770,770,778,798,0,0,0,2,1,3,1,6,0,2006,2,614,0,50,0,0,0,0,0,8,2006,197
60,7200,6,5,2006,2006,68,357,1262,1262,0,0,0,0,2,0,2,1,5,0,2006,2,572,0,120,0,0,0,0,0,5,2006,185
62,7500,7,5,2005,2005,0,1257,1257,1266,0,0,0,0,2,0,3,1,6,1,2005,2,453,38,144,0,0,0,0,0,4,2006,176
60,7200,7,5,2006,2006,0,1293,1293,1301,0,0,1,0,2,0,2,1,5,1,2006,2,572,216,121,0,0,0,0,0,8,2006,187.75
91,11024,7,5,2005,2006,118,1400,1400,1400,0,0,0,0,2,0,3,1,6,0,2005,2,612,144,55,0,0,0,0,0,10,2006,186.8
63,13072,6,5,2005,2005,0,1141,1141,1141,0,0,0,0,1,1,3,1,6,0,2005,2,484,0,0,0,0,0,0,0,3,2006,142.5
63,13072,6,5,2004,2004,0,217,1158,1158,0,0,1,0,1,1,3,1,5,0,2006,2,576,0,50,0,0,0,0,0,5,2006,158
65,7800,7,5,2005,2005,172,891,891,891,795,0,0,0,2,1,3,1,8,0,2005,2,462,144,101,0,0,0,0,0,4,2006,184
74,7632,7,5,2005,2005,96,784,784,831,754,0,0,0,2,1,3,1,7,0,2005,2,449,100,77,0,0,0,0,0,3,2006,184.9
70,8304,6,5,1997,1998,0,941,941,941,896,0,0,0,2,1,3,1,7,0,1997,2,688,150,165,0,0,0,0,0,7,2006,187
65,7153,6,5,1992,1992,0,374,761,810,793,0,0,0,2,1,3,1,7,0,1992,2,484,0,124,0,0,0,0,0,7,2006,175.9
70,9370,6,5,1992,1993,0,78,836,844,887,0,1,0,2,1,3,1,7,0,1992,2,462,307,85,0,0,224,0,3000,10,2006,248.5
50,7175,6,5,1990,1991,0,494,1398,1398,0,0,1,0,2,0,2,1,5,0,1990,2,542,0,46,0,0,0,0,0,7,2006,172
50,7175,6,5,1991,1991,0,939,1217,1217,0,0,0,0,2,0,2,1,5,0,1991,2,484,0,64,0,0,0,0,0,6,2006,151
60,7800,5,5,1965,1965,0,187,828,965,0,0,1,0,1,0,3,1,6,0,1979,1,300,421,0,0,0,0,0,0,7,2006,119.9
70,9100,5,4,1962,1962,51,952,988,988,0,0,1,0,1,0,3,1,6,0,1977,2,624,0,0,0,0,0,0,0,7,2006,129.5
70,9100,5,5,1963,1963,336,396,1728,1728,0,0,1,0,2,0,6,2,10,0,1963,2,504,0,0,0,0,0,0,0,11,2006,125
68,8927,6,6,1977,1977,0,0,0,1286,368,0,0,0,2,0,4,2,10,0,1977,2,528,0,0,0,0,0,0,0,8,2006,119.5
88,8471,6,7,1977,1995,46,0,506,1212,0,0,1,0,1,0,3,1,6,1,1978,2,492,292,12,0,0,0,0,0,7,2006,151
65,8450,5,6,1968,1968,90,450,882,909,0,0,0,0,1,0,3,1,5,0,1968,1,294,0,155,0,0,0,0,0,11,2006,116
65,6993,5,7,1961,1994,0,447,912,1236,0,0,0,0,1,0,3,1,6,1,1961,1,288,0,0,0,0,0,0,0,6,2006,135
100,14330,7,4,1974,1974,145,228,1748,2151,495,0,1,2,2,0,3,1,9,4,1974,2,550,641,100,0,0,0,800,0,1,2006,260
121,16059,8,5,1991,1992,284,1288,1288,1301,1116,0,0,0,2,1,4,1,9,1,1991,2,462,127,82,0,0,0,0,0,4,2006,260
105,11025,8,5,1992,1993,692,216,1334,1520,1306,0,1,0,2,1,3,1,9,3,1992,3,888,177,208,186,0,0,0,0,10,2006,334
89,12461,8,5,1994,1995,0,168,1624,1624,0,0,1,0,2,0,2,1,5,1,1994,3,757,0,114,192,0,0,0,0,7,2006,262
34,3628,7,5,2004,2004,0,1143,1143,1143,0,0,0,0,1,1,1,1,5,1,2004,2,588,0,191,0,0,0,0,0,5,2006,176.4
37,3316,8,5,2005,2005,0,208,1247,1247,0,0,1,0,1,1,1,1,4,1,2005,2,550,0,84,0,0,0,0,0,4,2006,197
